path	bytes	sha256	file_type	symlink	classification	reason	authority_reference
docs/reports/evidence/d2_r7b_i1_r32_r4_remote_stage_parent_transport_load_continuation/remote_parent_preflight_terminal.json	2926	9b240a30fd0890eb062a93e703e33de8cd7ec5997ce3d8099b732aea03aaf1dd	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r4_remote_stage_parent_transport_load_continuation/transport_terminal.json	2082	f51daa498e548bfcbe3b415a5f24a0c0065fdc2e17f65d8f54275e11b2c9c6a0	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r5_r1_focused_readonly_loaded_object_reconciliation_correction/local_prerequisite_terminal.json	6396	5bd8b9cca189a7d98924726ba10a2a9619fb1dd21cbd810683257878afa40c03	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r5_r1_focused_readonly_loaded_object_reconciliation_correction/manifest.sha256	566	7a439f873c580206686828654e9e7daeefd88d7bc7c25b57d36b12ce617828bc	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r5_r1_focused_readonly_loaded_object_reconciliation_correction/remote_reconciliation_terminal.json	3261	843b169109114005010beb8eeca4fdfe7c2a2cc828bf2c1f7d35f142dec7a395	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r5_r4_local_only_evidence_normalization_retry/execution_terminal.json	2797	b319ee05405ec684a7dd6d2e4e5c12a5445b37d0f38e5e62b667eea5e26ada02	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r5_r4_local_only_evidence_normalization_retry/manifest.sha256	494	bfffd6593fb0be005222cc603fe9ae22b193026e8700ff16cc2a3d9481c8029c	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r5_r4_local_only_evidence_normalization_retry/normalization_runner.py	25394	66400d7a06972425d749583ffc988ccae8ea79acd7d0ba325b981c99189a1a11	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r5_r5_corrected_local_only_evidence_normalization_execution/execution_terminal.json	6285	6121db4241ffe75955cec63752ab458e130eb51a8a67824dd787c490593aa46d	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r5_r5_corrected_local_only_evidence_normalization_execution/manifest.sha256	536	ef9afcb82ed974158c6372804bde26beb586de5bf50fcbb279ae1b91d8b65fde	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r5_r5_corrected_local_only_evidence_normalization_execution/normalization_runner.py	25422	250953bce15c01ea4348747977a70d88b61e790cea92bf723241a7cc809b0c11	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r5_remote_loaded_object_identity_reconciliation_descriptive_tag_repair/descriptive_tag_repair_terminal.json	2200	c6749a3a4ccf69bf5e167c884f47f09b284e4235f9ec2f4d4c5d0cbe4701badf	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r5_remote_loaded_object_identity_reconciliation_descriptive_tag_repair/local_prerequisite_terminal.json	5606	7248ea1212048da9ecac982ea8748c49eb89b9bfa92b789af44d9ae48a85c9d1	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r5_remote_loaded_object_identity_reconciliation_descriptive_tag_repair/manifest.sha256	800	2d783632abeef902b251125e16cd095938465d2296e85eeac04989bc6cd859d3	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r5_remote_loaded_object_identity_reconciliation_descriptive_tag_repair/remote_reconciliation_terminal.json	3518	54ed83b22ef8f89d563c91dd3cfdacf2d1c7130f491e7fbc666f8a6974312965	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r33_fresh_readonly_remote_activation_preflight/local_prerequisite_terminal.json	7796	2c0b342168195de98bd0dbda627a5e3231f2dd54cac57fcea850596449fa87de	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r33_fresh_readonly_remote_activation_preflight/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r33_fresh_readonly_remote_activation_preflight/manifest.sha256	842	5c52278d1a8585d8c19402546a2dd231f58f717ba6ef97e756ee19a9729bbaad	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	DIRECT_SEED:docs/reports/evidence/d2_r7b_i1_r33_fresh_readonly_remote_activation_preflight/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r33_fresh_readonly_remote_activation_preflight/remote_preflight_terminal.json	50786	d1cd628fdf6ffacf62c5ceb1e418284bf4663ac5d9642cfdeead51eec423a82e	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r33_fresh_readonly_remote_activation_preflight/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r33_fresh_readonly_remote_activation_preflight/remote_readonly_probe.py	14245	9223c4cd7b63072a39936029681ee0b4b007e58838bba0626d4515d9e47a6430	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r33_fresh_readonly_remote_activation_preflight/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r33_fresh_readonly_remote_activation_preflight/run_readonly_preflight.py	11422	3f3c34c0157b8fedc1a30acb0561c04203d390710a601a70dd9c0dc6cdc8bf97	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r33_fresh_readonly_remote_activation_preflight/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_collector_only_activation/activation_terminal.json	688	5e49305a81f5e7bd6447b04cad84b3c69125f5f22862f4a09bb721dfe964fe1d	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r34_collector_only_activation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_collector_only_activation/local_prerequisite_terminal.json	1274	c737eb8ae77f57410d2b502e6506c4d7a0155aef5d3fd4691472874180646fe3	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r34_collector_only_activation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_collector_only_activation/manifest.sha256	750	9cba85ab282baa89ee6b9e4b7ad355385a45a3c3ad8878e933c0b8a34bbf4e65	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	DIRECT_SEED:docs/reports/evidence/d2_r7b_i1_r34_collector_only_activation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_collector_only_activation/remote_activation_controller.py	19124	a893449f7872c9727db4c199336d05a56e0b70ab9e5479138170e616cb3852da	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r34_collector_only_activation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_collector_only_activation/run_activation.py	10043	7b809f2b84de88a444a292022049d6a86ea32194a7161a763cc0d35962c8fde9	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r34_collector_only_activation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_r1_collector_only_activation_retry/activation_terminal.json	34559	39fe3b0f90757c8360149ddc49c1cbd9e7ec7c0969458c32c34bd64459e2c8ff	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r34_r1_collector_only_activation_retry/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_r1_collector_only_activation_retry/local_prerequisite_terminal.json	63772	20a5187753566e5cd2cd62a9cc304819e91856b39001bf664bb4010b1eba6b26	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r34_r1_collector_only_activation_retry/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_r1_collector_only_activation_retry/manifest.sha256	795	16f0a49e96b504c4d77d7859f44a97b6d2c8888b36aeeef3773555d6ab02c3e2	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	DIRECT_SEED:docs/reports/evidence/d2_r7b_i1_r34_r1_collector_only_activation_retry/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_r1_collector_only_activation_retry/remote_activation_controller.py	13887	f272f8eb4ab27dd5b4315c1e97d5272f5c0aac5b78e6bd3e41b50b27d9b95e09	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r34_r1_collector_only_activation_retry/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_r1_collector_only_activation_retry/run_activation.py	17049	b383f5f320c57b68fd444767972926bd8a5d8c6752fde7b09802cedf8fb8d285	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r34_r1_collector_only_activation_retry/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_r2_corrected_activation_validator_collector_only_activation/activation_terminal.json	75863	91e13fabe321a0135bb0d2cec7ee7bfc4389b48721eda4dd76b815ea1e816332	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r34_r2_corrected_activation_validator_collector_only_activation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_r2_corrected_activation_validator_collector_only_activation/local_prerequisite_terminal.json	30700	01f9f832e0c5da6e915e6405b2a30c4f4ee7ea89ee0bc79b0e9d41dd5e77d9bb	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r34_r2_corrected_activation_validator_collector_only_activation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_r2_corrected_activation_validator_collector_only_activation/manifest.sha256	920	c74a587252bb7bb20e0ab0701ae0ddbea53ec92dd5822425a03ee09aed0ea860	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	DIRECT_SEED:docs/reports/evidence/d2_r7b_i1_r34_r2_corrected_activation_validator_collector_only_activation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_r2_corrected_activation_validator_collector_only_activation/remote_activation_controller.py	17395	61257ebc558ac954c3c6cac3184f44529300e8b052df5c9fe397654e49ed48af	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r34_r2_corrected_activation_validator_collector_only_activation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r34_r2_corrected_activation_validator_collector_only_activation/run_activation.py	13498	d911ecdd40aad8538e23796dfee44115e6866452ac449a8595776b2629d722e6	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r34_r2_corrected_activation_validator_collector_only_activation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r35_phase5_post_activation_validation/container_static_probe.py	7456	f3dcc26108a46672c92d958352ca671294266b68d3011464435223f12dba98ae	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r35_phase5_post_activation_validation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r35_phase5_post_activation_validation/local_prerequisite_terminal.json	52496	41c28d5c22e9c934c4edfeea0b07a1a84ec893b2ce9918d2bb17f2808afc7ce7	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r35_phase5_post_activation_validation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r35_phase5_post_activation_validation/manifest.sha256	973	51e172a2c5bc3f9671187dc560565c9423368741fd67281b57329edd2795d244	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	DIRECT_SEED:docs/reports/evidence/d2_r7b_i1_r35_phase5_post_activation_validation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r35_phase5_post_activation_validation/post_activation_terminal.json	72307	135e66854fc032ceddc81ce6fa0cf28b51c90efd081f7f6c15e9e9299295e618	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r35_phase5_post_activation_validation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r35_phase5_post_activation_validation/remote_post_activation_probe.py	35229	30448f52d15cae219411c354639c878fb1b70f2c1de9bfa7fc7f362a65017da5	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r35_phase5_post_activation_validation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r35_phase5_post_activation_validation/run_post_activation_validation.py	50313	a8c7c39242c009af208607ad683232ab9d74c08499a88b880df0a1c0f6a5b14a	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r35_phase5_post_activation_validation/manifest.sha256
docs/reports/phase1_to_sprint2_management_keynote_10p.html	23413	1f9556e74088ddbe9d5e443c87c6c0b54a8caee24c245564ff466bba10dcf61a	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_data_quality_rereview.md	23060	001192ea834ad2dcc48ba6de801b630f3e47550e9217a891e6382016119513be	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_data_quality_review.md	29133	bce9ff5f10cf8ee37be433c874b7a4a7aa197bb581e1f166466856cdab94d54d	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_execution_report.md	9770	ca9a0c0cbcbbd5cd33b7a7875e1442f3422b913cc6a94916945337df502998f2	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_option_c_data_quality_repair.md	25753	23eb03569bda8418cee8258587dbbb739804b7312a998dfaa90233e2df57a569	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_option_c_data_quality_rereview.md	52203	4e311d6f023694d29a5ee5540579d882cb3604be803cb84587b1b9a6a30b7a47	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_option_c_manifest_data_quality_review.md	45184	dcbb8a3b2ec1670b1f8b59336ad4994ae31cab533a3dc7badcbe667c19fd8f53	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_option_c_manifest_reliability_rereview.md	36507	336900715a921479af12ab3ea93ed67b12c8d5782832e98667d7e28b89f07552	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_option_c_manifest_repair.md	16642	43ebcd047758a7c22d1b44de523a4a72070c260f5c543b49b91bfe15ea2b1437	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_option_c_reliability_review.md	35216	797a0ee99b1f78a0e86418c05dfde1fffdbb04364807ab2f64911439b9a69492	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_option_c_value_validation_data_quality_rereview.md	34110	eba45500d5d03d32e8106f05b4af80536ec8946424af209c05ebcc65810dd8ca	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_option_c_value_validation_repair.md	27547	fa1ff26984f4e6f4a03b3e477e9a3a227ab88bc2bf7504e20278047455649bf5	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_private_root_update.md	23853	d40be6cbb7021223a07c95e2b1ee203546a63cb697e4541c1424f44d76c2dd14	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_reliability_rereview.md	19877	9d0808a823f7f5d593fae5200dc20ff4cb3aa8e7b25351f42e3bfe2c40cdb611	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_reliability_rereview_round2.md	19192	6219ce746482efcd967c54939a91de00de3a590ed111f41b084697f781014705	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_reliability_rereview_round3.md	27496	327c07bd786170573dc888fec62f9685fa6d205495c94f086ff688a140e7d900	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_reliability_rereview_round4.md	44193	dcc6e444b544d621bc578451cbf1c38e932dee18fd463ef7b4c9ca592b08eec0	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_reliability_rereview_round5.md	37184	b52378b7ba7bb04c70fb1a4e5ae791325e0cd4e7aa5e0b70a65815773584cfae	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_reliability_rereview_round6.md	14816	10097f427c17d381d0cc0f6b848d9a205897c36bbcba8bd59f6b7e129e921ae3	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_reliability_review.md	15367	a1128756d73748ae26e2574908b084cdbedbc517869e56060d47937859733b0f	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_root_identity_primitive_feasibility.md	37638	01b48bed9a7cda9615662996b9e232ff3aa8cd4d2d77079b47fa560caa147bdc	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_root_identity_reliability_rereview_round2.md	37233	5a97b616ed32d15ccd36b8c11c69f3ea76b8587e74dcd0c12984d73727d3f186	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_root_identity_reliability_review.md	18019	43fc3d3f9910c91fb52d12db6551be8ec938b315dcacd5130cf2c60ce4fdb045	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_root_identity_repair.md	11207	a330dc0940ea6f3d579c53630945b672e2c6a3f0182167653ad79a34c4a2675c	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_root_identity_repair_round2.md	12327	050bf30a2a18cacb1cd9672f40e0c98822daadecf6b9994b1375dcdd3bbbb68b	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_root_identity_repair_round3.md	23034	fdc358d8259420982dd3a2d6ab1c87c163defb7872cc7548bfb10a717ca1db15	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_production_url_resolution_runtime_evidence_verification_review.md	46421	b14a10969edf0a4cae145411f98d3d7356071e8be55e18e71021a80a7edaded0	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_raspberry_pi_runtime_attempt_2_execution_report.md	8179	01f4a4a7641c110748c74edd487d42d0f0579dae09d877d837847d45d45bc7ad	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_raspberry_pi_runtime_attempt_3_lpd_api1_active_route_deployment_diagnostic.md	11560	9320c73e1ad2684ceaf3b3a4db200713fba378b7d719ee2fcf9dad1dcf84b8e8	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_raspberry_pi_runtime_attempt_3_lpd_api2_minimal_api_only_deployment_repair.md	9617	065eedac50436d715bebd1dc571da35a827807dfb157f783bfb776a81ef37315	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_raspberry_pi_runtime_attempt_3_lpd_api3_scope_reset_api_only_deployment_repair.md	13802	ac3c99813b32e677be0ce9ddbb2a0dfe5d04728ec89c6e86019d123903573cc1	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/sprint3_dashboard_raspberry_pi_runtime_attempt_3_lpd_api4_minimal_direct_api_only_deployment_repair.md	16973	2cdef075313f092562e068bab22a46aabc226cce26a2e5555f639a75ca648fbc	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
